framenumber,x,y,z,h,p,r,ptidx,navinfoId,px,py,pz,imagex,imagey
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,12,1638786,116.2245638,40.08272054,41.5,557,297
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,13,1638786,116.2245638,40.08272081,39.02,557,318
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,14,1638786,116.22451985,40.08270616,38.98,522,319
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,15,1638786,116.22451958,40.08270562,41.45,521,297
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,16,1638791,116.2249254,40.0820505,41.64,456,247
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,17,1638791,116.2249254,40.08204969,39.15,455,288
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,18,1638791,116.22488037,40.08203694,39.18,389,287
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,19,1638791,116.22488037,40.08203776,41.68,390,247
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,20,1639090,116.22535997,40.08141303,36.66,-48,190
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,21,1639090,116.22536566,40.08141981,36.68,61,193
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,22,1639090,116.22536295,40.08141628,37.12,6,140
230,116.21939219,40.08009988,35.7624,336.462917403,2.934446374,-1.43680173,23,1639090,116.22535997,40.08141303,36.66,-48,190
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,0,1638662,116.22549587,40.08148139,40.2,1420,-151
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,1,1638662,116.22549614,40.08148057,39.38,1422,-70
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,2,1638662,116.22547498,40.08147352,39.42,1222,-74
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,3,1638662,116.22547471,40.08147433,40.24,1221,-155
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,4,1638666,116.22525824,40.08188585,41.62,810,200
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,5,1638666,116.22525878,40.08188639,39.15,812,258
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,6,1638666,116.22521402,40.08187147,39.07,714,260
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,7,1638666,116.22521348,40.08187093,41.55,713,202
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,8,1638671,116.22466878,40.08294514,41.4,708,302
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,9,1638671,116.22466905,40.0829446,38.91,708,321
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,10,1638671,116.2246251,40.08293077,38.93,676,321
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,11,1638671,116.22462483,40.08293158,41.42,676,301
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,12,1638786,116.2245638,40.08272054,41.5,556,295
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,13,1638786,116.2245638,40.08272081,39.02,556,317
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,14,1638786,116.22451985,40.08270616,38.98,521,317
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,15,1638786,116.22451958,40.08270562,41.45,520,296
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,16,1638791,116.2249254,40.0820505,41.64,454,245
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,17,1638791,116.2249254,40.08204969,39.15,454,286
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,18,1638791,116.22488037,40.08203694,39.18,387,286
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,19,1638791,116.22488037,40.08203776,41.68,388,245
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,20,1639090,116.22535997,40.08141303,36.66,-79,181
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,21,1639090,116.22536566,40.08141981,36.68,36,186
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,22,1639090,116.22536295,40.08141628,37.12,-21,130
240,116.21938971,40.08010431,35.7613,336.480103409,2.891683127,-1.375924291,23,1639090,116.22535997,40.08141303,36.66,-79,181
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,0,1638662,116.22549587,40.08148139,40.2,1445,-168
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,1,1638662,116.22549614,40.08148057,39.38,1448,-84
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,2,1638662,116.22547498,40.08147352,39.42,1241,-89
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,3,1638662,116.22547471,40.08147433,40.24,1240,-173
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,4,1638666,116.22525824,40.08188585,41.62,811,199
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,5,1638666,116.22525878,40.08188639,39.15,812,258
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,6,1638666,116.22521402,40.08187147,39.07,714,260
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,7,1638666,116.22521348,40.08187093,41.55,713,201
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,8,1638671,116.22466878,40.08294514,41.4,708,302
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,9,1638671,116.22466905,40.0829446,38.91,708,321
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,10,1638671,116.2246251,40.08293077,38.93,676,321
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,11,1638671,116.22462483,40.08293158,41.42,676,301
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,12,1638786,116.2245638,40.08272054,41.5,556,295
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,13,1638786,116.2245638,40.08272081,39.02,556,317
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,14,1638786,116.22451985,40.08270616,38.98,520,317
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,15,1638786,116.22451958,40.08270562,41.45,519,296
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,16,1638791,116.2249254,40.0820505,41.64,453,245
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,17,1638791,116.2249254,40.08204969,39.15,452,286
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,18,1638791,116.22488037,40.08203694,39.18,385,285
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,19,1638791,116.22488037,40.08203776,41.68,386,244
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,20,1639090,116.22535997,40.08141303,36.66,-109,174
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,21,1639090,116.22536566,40.08141981,36.68,11,179
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,22,1639090,116.22536295,40.08141628,37.12,-49,121
250,116.21938743,40.08010837,35.7595,336.496588659,2.896131964,-1.418866708,23,1639090,116.22535997,40.08141303,36.66,-109,174
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,0,1638662,116.22549587,40.08148139,40.2,1473,-187
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,1,1638662,116.22549614,40.08148057,39.38,1475,-100
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,2,1638662,116.22547498,40.08147352,39.42,1262,-105
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,3,1638662,116.22547471,40.08147433,40.24,1260,-192
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,4,1638666,116.22525824,40.08188585,41.62,811,198
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,5,1638666,116.22525878,40.08188639,39.15,813,257
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,6,1638666,116.22521402,40.08187147,39.07,714,259
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,7,1638666,116.22521348,40.08187093,41.55,712,199
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,8,1638671,116.22466878,40.08294514,41.4,707,301
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,9,1638671,116.22466905,40.0829446,38.91,707,321
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,10,1638671,116.2246251,40.08293077,38.93,675,321
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,11,1638671,116.22462483,40.08293158,41.42,675,301
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,12,1638786,116.2245638,40.08272054,41.5,554,295
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,13,1638786,116.2245638,40.08272081,39.02,555,317
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,14,1638786,116.22451985,40.08270616,38.98,519,317
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,15,1638786,116.22451958,40.08270562,41.45,518,295
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,16,1638791,116.2249254,40.0820505,41.64,451,244
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,17,1638791,116.2249254,40.08204969,39.15,450,285
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,18,1638791,116.22488037,40.08203694,39.18,383,285
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,19,1638791,116.22488037,40.08203776,41.68,384,244
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,20,1639090,116.22535997,40.08141303,36.66,-144,166
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,21,1639090,116.22536566,40.08141981,36.68,-17,171
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,22,1639090,116.22536295,40.08141628,37.12,-81,110
260,116.21938513,40.08011255,35.7565,336.530360656,2.892656638,-1.360900352,23,1639090,116.22535997,40.08141303,36.66,-144,166
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,0,1638662,116.22549587,40.08148139,40.2,1502,-207
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,1,1638662,116.22549614,40.08148057,39.38,1505,-117
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,2,1638662,116.22547498,40.08147352,39.42,1284,-122
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,3,1638662,116.22547471,40.08147433,40.24,1282,-212
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,4,1638666,116.22525824,40.08188585,41.62,812,197
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,5,1638666,116.22525878,40.08188639,39.15,813,257
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,6,1638666,116.22521402,40.08187147,39.07,714,259
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,7,1638666,116.22521348,40.08187093,41.55,712,199
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,8,1638671,116.22466878,40.08294514,41.4,706,302
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,9,1638671,116.22466905,40.0829446,38.91,706,321
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,10,1638671,116.2246251,40.08293077,38.93,674,321
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,11,1638671,116.22462483,40.08293158,41.42,674,302
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,12,1638786,116.2245638,40.08272054,41.5,554,295
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,13,1638786,116.2245638,40.08272081,39.02,554,317
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,14,1638786,116.22451985,40.08270616,38.98,518,317
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,15,1638786,116.22451958,40.08270562,41.45,517,296
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,16,1638791,116.2249254,40.0820505,41.64,449,244
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,17,1638791,116.2249254,40.08204969,39.15,448,285
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,18,1638791,116.22488037,40.08203694,39.18,381,285
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,19,1638791,116.22488037,40.08203776,41.68,381,244
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,20,1639090,116.22535997,40.08141303,36.66,-181,158
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,21,1639090,116.22536566,40.08141981,36.68,-47,164
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,22,1639090,116.22536295,40.08141628,37.12,-114,100
270,116.21938284,40.08011669,35.7534,336.551804666,2.911387682,-1.374601899,23,1639090,116.22535997,40.08141303,36.66,-181,158
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,0,1638662,116.22549587,40.08148139,40.2,1534,-227
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,1,1638662,116.22549614,40.08148057,39.38,1537,-134
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,2,1638662,116.22547498,40.08147352,39.42,1307,-139
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,3,1638662,116.22547471,40.08147433,40.24,1305,-233
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,4,1638666,116.22525824,40.08188585,41.62,813,197
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,5,1638666,116.22525878,40.08188639,39.15,814,257
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,6,1638666,116.22521402,40.08187147,39.07,713,259
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,7,1638666,116.22521348,40.08187093,41.55,712,199
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,8,1638671,116.22466878,40.08294514,41.4,706,303
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,9,1638671,116.22466905,40.0829446,38.91,706,322
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,10,1638671,116.2246251,40.08293077,38.93,674,322
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,11,1638671,116.22462483,40.08293158,41.42,674,302
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,12,1638786,116.2245638,40.08272054,41.5,553,296
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,13,1638786,116.2245638,40.08272081,39.02,553,318
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,14,1638786,116.22451985,40.08270616,38.98,517,318
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,15,1638786,116.22451958,40.08270562,41.45,516,297
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,16,1638791,116.2249254,40.0820505,41.64,447,244
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,17,1638791,116.2249254,40.08204969,39.15,447,286
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,18,1638791,116.22488037,40.08203694,39.18,379,286
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,19,1638791,116.22488037,40.08203776,41.68,379,244
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,20,1639090,116.22535997,40.08141303,36.66,-221,149
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,21,1639090,116.22536566,40.08141981,36.68,-79,156
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,22,1639090,116.22536295,40.08141628,37.12,-150,89
280,116.21938058,40.08012077,35.7491,336.570939938,2.95408787,-1.376521118,23,1639090,116.22535997,40.08141303,36.66,-221,149
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,0,1638662,116.22549587,40.08148139,40.2,1566,-248
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,1,1638662,116.22549614,40.08148057,39.38,1570,-152
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,2,1638662,116.22547498,40.08147352,39.42,1331,-157
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,3,1638662,116.22547471,40.08147433,40.24,1329,-254
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,4,1638666,116.22525824,40.08188585,41.62,813,197
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,5,1638666,116.22525878,40.08188639,39.15,814,258
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,6,1638666,116.22521402,40.08187147,39.07,713,260
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,7,1638666,116.22521348,40.08187093,41.55,711,199
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,8,1638671,116.22466878,40.08294514,41.4,705,304
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,9,1638671,116.22466905,40.0829446,38.91,705,324
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,10,1638671,116.2246251,40.08293077,38.93,673,324
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,11,1638671,116.22462483,40.08293158,41.42,673,304
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,12,1638786,116.2245638,40.08272054,41.5,552,298
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,13,1638786,116.2245638,40.08272081,39.02,552,320
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,14,1638786,116.22451985,40.08270616,38.98,515,320
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,15,1638786,116.22451958,40.08270562,41.45,515,298
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,16,1638791,116.2249254,40.0820505,41.64,445,246
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,17,1638791,116.2249254,40.08204969,39.15,445,287
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,18,1638791,116.22488037,40.08203694,39.18,376,287
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,19,1638791,116.22488037,40.08203776,41.68,377,245
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,20,1639090,116.22535997,40.08141303,36.66,-265,140
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,21,1639090,116.22536566,40.08141981,36.68,-114,148
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,22,1639090,116.22536295,40.08141628,37.12,-190,77
290,116.21937836,40.08012482,35.7427,336.604563012,3.020104836,-1.321464146,23,1639090,116.22535997,40.08141303,36.66,-265,140
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,0,1638662,116.22549587,40.08148139,40.2,1602,-271
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,1,1638662,116.22549614,40.08148057,39.38,1606,-171
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,2,1638662,116.22547498,40.08147352,39.42,1358,-177
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,3,1638662,116.22547471,40.08147433,40.24,1355,-277
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,4,1638666,116.22525824,40.08188585,41.62,814,198
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,5,1638666,116.22525878,40.08188639,39.15,815,259
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,6,1638666,116.22521402,40.08187147,39.07,713,260
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,7,1638666,116.22521348,40.08187093,41.55,711,199
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,8,1638671,116.22466878,40.08294514,41.4,705,306
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,9,1638671,116.22466905,40.0829446,38.91,705,325
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,10,1638671,116.2246251,40.08293077,38.93,672,325
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,11,1638671,116.22462483,40.08293158,41.42,673,305
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,12,1638786,116.2245638,40.08272054,41.5,551,299
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,13,1638786,116.2245638,40.08272081,39.02,551,321
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,14,1638786,116.22451985,40.08270616,38.98,514,321
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,15,1638786,116.22451958,40.08270562,41.45,514,300
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,16,1638791,116.2249254,40.0820505,41.64,443,246
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,17,1638791,116.2249254,40.08204969,39.15,443,289
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,18,1638791,116.22488037,40.08203694,39.18,374,288
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,19,1638791,116.22488037,40.08203776,41.68,375,246
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,20,1639090,116.22535997,40.08141303,36.66,-312,130
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,21,1639090,116.22536566,40.08141981,36.68,-153,139
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,22,1639090,116.22536295,40.08141628,37.12,-232,64
300,116.21937614,40.08012885,35.7385,336.629044243,3.080581255,-1.337760579,23,1639090,116.22535997,40.08141303,36.66,-312,130
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,0,1638662,116.22549587,40.08148139,40.2,1640,-296
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,1,1638662,116.22549614,40.08148057,39.38,1644,-192
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,2,1638662,116.22547498,40.08147352,39.42,1386,-198
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,3,1638662,116.22547471,40.08147433,40.24,1383,-303
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,4,1638666,116.22525824,40.08188585,41.62,814,198
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,5,1638666,116.22525878,40.08188639,39.15,815,259
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,6,1638666,116.22521402,40.08187147,39.07,712,261
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,7,1638666,116.22521348,40.08187093,41.55,711,199
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,8,1638671,116.22466878,40.08294514,41.4,704,307
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,9,1638671,116.22466905,40.0829446,38.91,704,327
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,10,1638671,116.2246251,40.08293077,38.93,671,326
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,11,1638671,116.22462483,40.08293158,41.42,672,307
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,12,1638786,116.2245638,40.08272054,41.5,549,300
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,13,1638786,116.2245638,40.08272081,39.02,549,322
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,14,1638786,116.22451985,40.08270616,38.98,513,323
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,15,1638786,116.22451958,40.08270562,41.45,513,301
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,16,1638791,116.2249254,40.0820505,41.64,441,247
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,17,1638791,116.2249254,40.08204969,39.15,441,289
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,18,1638791,116.22488037,40.08203694,39.18,372,289
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,19,1638791,116.22488037,40.08203776,41.68,372,247
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,20,1639090,116.22535997,40.08141303,36.66,-365,119
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,21,1639090,116.22536566,40.08141981,36.68,-194,128
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,22,1639090,116.22536295,40.08141628,37.12,-279,50
310,116.21937395,40.08013281,35.7346,336.666177281,3.129026342,-1.339019722,23,1639090,116.22535997,40.08141303,36.66,-365,119
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,0,1638662,116.22549587,40.08148139,40.2,1679,-321
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,1,1638662,116.22549614,40.08148057,39.38,1684,-213
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,2,1638662,116.22547498,40.08147352,39.42,1415,-220
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,3,1638662,116.22547471,40.08147433,40.24,1412,-328
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,4,1638666,116.22525824,40.08188585,41.62,815,198
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,5,1638666,116.22525878,40.08188639,39.15,816,260
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,6,1638666,116.22521402,40.08187147,39.07,712,262
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,7,1638666,116.22521348,40.08187093,41.55,711,199
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,8,1638671,116.22466878,40.08294514,41.4,703,308
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,9,1638671,116.22466905,40.0829446,38.91,703,328
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,10,1638671,116.2246251,40.08293077,38.93,671,328
320,116.21937188,40.08013658,35.7304,336.685725231,3.188060636,-1.346777869,11,1638671,116.22462483,40.08293158,41.42,671,308
